district,date,rainfall_mm,rainfall_normal_mm,tmax
Sundarganj,2024-08-06,15.3,9.5,31.0
Sundarganj,2024-08-07,10.2,9.5,31.3
Sundarganj,2024-08-08,34.5,9.5,30.1
Sundarganj,2024-08-09,15.4,9.5,34.2
Sundarganj,2024-08-10,0.6,9.5,28.9
Sundarganj,2024-08-11,0.7,9.5,30.7
Sundarganj,2024-08-12,2.1,9.5,30.3
Sundarganj,2024-08-13,3.7,9.5,30.8
Sundarganj,2024-08-14,3.3,9.5,31.7
Sundarganj,2024-08-15,7.6,9.5,31.6
Sundarganj,2024-08-16,14.7,9.5,31.8
Sundarganj,2024-08-17,0.1,9.5,30.6
Sundarganj,2024-08-18,1.4,9.5,32.1
Sundarganj,2024-08-19,28.6,9.5,33.5
Sundarganj,2024-08-20,1.2,9.5,32.4
Sundarganj,2024-08-21,5.0,9.5,32.4
Sundarganj,2024-08-22,2.7,9.5,36.6
Sundarganj,2024-08-23,14.3,9.5,31.3
Sundarganj,2024-08-24,0.2,9.5,30.9
Sundarganj,2024-08-25,2.6,9.5,30.8
Sundarganj,2024-08-26,9.1,9.5,36.5
Sundarganj,2024-08-27,4.7,9.5,33.4
Sundarganj,2024-08-28,5.1,9.5,31.5
Sundarganj,2024-08-29,15.6,9.5,33.2
Sundarganj,2024-08-30,9.7,9.5,31.7
Sundarganj,2024-08-31,12.7,9.5,29.1
Sundarganj,2024-09-01,1.6,5.5,33.5
Sundarganj,2024-09-02,2.3,5.5,34.9
Sundarganj,2024-09-03,1.2,5.5,34.5
Sundarganj,2024-09-04,6.8,5.5,30.8
Sundarganj,2024-09-05,0.1,5.5,34.7
Sundarganj,2024-09-06,18.2,5.5,33.7
Sundarganj,2024-09-07,1.4,5.5,33.6
Sundarganj,2024-09-08,2.3,5.5,35.2
Sundarganj,2024-09-09,2.8,5.5,32.4
Sundarganj,2024-09-10,6.9,5.5,32.7
Sundarganj,2024-09-11,27.5,5.5,34.3
Sundarganj,2024-09-12,1.4,5.5,31.8
Sundarganj,2024-09-13,3.8,5.5,34.6
Sundarganj,2024-09-14,5.2,5.5,33.3
Sundarganj,2024-09-15,0.6,5.5,33.4
Sundarganj,2024-09-16,9.5,5.5,32.6
Sundarganj,2024-09-17,2.4,5.5,31.8
Sundarganj,2024-09-18,12.5,5.5,35.5
Sundarganj,2024-09-19,3.7,5.5,35.0
Sundarganj,2024-09-20,2.5,5.5,32.5
Sundarganj,2024-09-21,3.8,5.5,33.4
Sundarganj,2024-09-22,2.9,5.5,31.5
Sundarganj,2024-09-23,2.1,5.5,31.8
Sundarganj,2024-09-24,4.4,5.5,33.9
Sundarganj,2024-09-25,0.7,5.5,32.7
Sundarganj,2024-09-26,4.7,5.5,33.5
Sundarganj,2024-09-27,3.6,5.5,29.3
Sundarganj,2024-09-28,5.7,5.5,34.4
Sundarganj,2024-09-29,0.3,5.5,31.8
Sundarganj,2024-09-30,5.0,5.5,33.1
Sundarganj,2024-10-01,0.4,1.8,33.0
Sundarganj,2024-10-02,0.6,1.8,31.1
Sundarganj,2024-10-03,5.7,1.8,35.6
Sundarganj,2024-10-04,1.6,1.8,33.7
Sundarganj,2024-10-05,0.2,1.8,33.9
Sundarganj,2024-10-06,0.2,1.8,32.2
Sundarganj,2024-10-07,0.7,1.8,33.6
Sundarganj,2024-10-08,0.9,1.8,30.9
Sundarganj,2024-10-09,0.2,1.8,35.3
Sundarganj,2024-10-10,0.1,1.8,31.8
Sundarganj,2024-10-11,0.2,1.8,32.3
Sundarganj,2024-10-12,0.1,1.8,31.1
Sundarganj,2024-10-13,0.4,1.8,31.3
Sundarganj,2024-10-14,0.4,1.8,30.8
Sundarganj,2024-10-15,11.9,1.8,33.5
Sundarganj,2024-10-16,0.1,1.8,30.6
Sundarganj,2024-10-17,0.0,1.8,36.9
Sundarganj,2024-10-18,0.7,1.8,31.3
Sundarganj,2024-10-19,0.7,1.8,36.9
Sundarganj,2024-10-20,1.3,1.8,29.4
Sundarganj,2024-10-21,0.2,1.8,32.0
Sundarganj,2024-10-22,0.5,1.8,33.5
Sundarganj,2024-10-23,0.1,1.8,34.1
Sundarganj,2024-10-24,0.5,1.8,34.3
Sundarganj,2024-10-25,2.3,1.8,31.8
Sundarganj,2024-10-26,0.6,1.8,33.6
Sundarganj,2024-10-27,5.8,1.8,33.3
Sundarganj,2024-10-28,1.1,1.8,33.1
Sundarganj,2024-10-29,0.7,1.8,32.5
Sundarganj,2024-10-30,0.2,1.8,34.1
Sundarganj,2024-10-31,3.6,1.8,35.1
Sundarganj,2024-11-01,0.3,0.5,28.9
Sundarganj,2024-11-02,1.4,0.5,28.9
Sundarganj,2024-11-03,0.1,0.5,30.6
Sundarganj,2024-11-04,0.6,0.5,30.6
Sundarganj,2024-11-05,0.4,0.5,31.1
Sundarganj,2024-11-06,1.0,0.5,28.3
Sundarganj,2024-11-07,0.2,0.5,27.4
Sundarganj,2024-11-08,0.6,0.5,27.3
Sundarganj,2024-11-09,0.1,0.5,31.7
Sundarganj,2024-11-10,0.2,0.5,30.2
Sundarganj,2024-11-11,0.1,0.5,28.6
Sundarganj,2024-11-12,0.5,0.5,27.7
Sundarganj,2024-11-13,0.3,0.5,29.7
Sundarganj,2024-11-14,0.7,0.5,29.5
Sundarganj,2024-11-15,1.4,0.5,27.9
Sundarganj,2024-11-16,0.0,0.5,30.6
Sundarganj,2024-11-17,0.7,0.5,27.0
Sundarganj,2024-11-18,0.1,0.5,29.4
Sundarganj,2024-11-19,0.5,0.5,28.5
Sundarganj,2024-11-20,0.2,0.5,27.7
Sundarganj,2024-11-21,0.2,0.5,29.4
Sundarganj,2024-11-22,0.6,0.5,29.3
Sundarganj,2024-11-23,0.3,0.5,30.5
Sundarganj,2024-11-24,0.8,0.5,29.3
Sundarganj,2024-11-25,0.1,0.5,26.5
Sundarganj,2024-11-26,0.2,0.5,28.0
Sundarganj,2024-11-27,0.8,0.5,29.3
Sundarganj,2024-11-28,0.3,0.5,27.8
Sundarganj,2024-11-29,1.3,0.5,29.0
Sundarganj,2024-11-30,0.3,0.5,29.1
Sundarganj,2024-12-01,0.0,0.3,23.7
Sundarganj,2024-12-02,0.4,0.3,25.7
Sundarganj,2024-12-03,0.2,0.3,26.1
Sundarganj,2024-12-04,0.2,0.3,26.6
Sundarganj,2024-12-05,0.4,0.3,26.6
Sundarganj,2024-12-06,0.1,0.3,27.4
Sundarganj,2024-12-07,0.2,0.3,25.8
Sundarganj,2024-12-08,0.2,0.3,26.3
Sundarganj,2024-12-09,0.1,0.3,25.9
Sundarganj,2024-12-10,0.3,0.3,25.6
Sundarganj,2024-12-11,0.1,0.3,28.3
Sundarganj,2024-12-12,1.1,0.3,21.8
Sundarganj,2024-12-13,0.1,0.3,25.2
Sundarganj,2024-12-14,0.3,0.3,26.1
Sundarganj,2024-12-15,0.7,0.3,26.0
Sundarganj,2024-12-16,0.4,0.3,25.3
Sundarganj,2024-12-17,0.5,0.3,26.1
Sundarganj,2024-12-18,0.0,0.3,26.9
Sundarganj,2024-12-19,0.4,0.3,27.3
Sundarganj,2024-12-20,0.1,0.3,26.9
Sundarganj,2024-12-21,0.7,0.3,29.0
Sundarganj,2024-12-22,0.1,0.3,22.1
Sundarganj,2024-12-23,0.3,0.3,26.0
Sundarganj,2024-12-24,0.2,0.3,24.7
Sundarganj,2024-12-25,0.1,0.3,27.6
Sundarganj,2024-12-26,0.2,0.3,25.0
Sundarganj,2024-12-27,0.0,0.3,26.6
Sundarganj,2024-12-28,0.1,0.3,25.7
Sundarganj,2024-12-29,0.7,0.3,24.8
Sundarganj,2024-12-30,0.2,0.3,24.3
Sundarganj,2024-12-31,0.0,0.3,26.3
Sundarganj,2025-01-01,0.0,0.4,25.8
Sundarganj,2025-01-02,0.9,0.4,26.5
Sundarganj,2025-01-03,0.6,0.4,23.1
Sundarganj,2025-01-04,0.3,0.4,25.8
Sundarganj,2025-01-05,0.8,0.4,28.3
Sundarganj,2025-01-06,0.7,0.4,24.9
Sundarganj,2025-01-07,0.1,0.4,28.1
Sundarganj,2025-01-08,0.0,0.4,23.9
Sundarganj,2025-01-09,1.4,0.4,23.8
Sundarganj,2025-01-10,0.9,0.4,24.2
Sundarganj,2025-01-11,0.5,0.4,26.8
Sundarganj,2025-01-12,0.7,0.4,26.1
Sundarganj,2025-01-13,3.1,0.4,24.8
Sundarganj,2025-01-14,0.8,0.4,26.7
Sundarganj,2025-01-15,0.2,0.4,24.7
Sundarganj,2025-01-16,0.5,0.4,23.7
Sundarganj,2025-01-17,0.4,0.4,26.6
Sundarganj,2025-01-18,0.1,0.4,24.8
Sundarganj,2025-01-19,0.0,0.4,24.4
Sundarganj,2025-01-20,0.3,0.4,26.5
Sundarganj,2025-01-21,0.2,0.4,26.5
Sundarganj,2025-01-22,0.5,0.4,26.9
Sundarganj,2025-01-23,0.0,0.4,27.4
Sundarganj,2025-01-24,0.2,0.4,26.1
Sundarganj,2025-01-25,0.3,0.4,25.8
Sundarganj,2025-01-26,0.4,0.4,26.8
Sundarganj,2025-01-27,0.8,0.4,28.6
Sundarganj,2025-01-28,0.3,0.4,24.1
Sundarganj,2025-01-29,0.1,0.4,26.6
Sundarganj,2025-01-30,0.6,0.4,27.4
Sundarganj,2025-01-31,0.0,0.4,24.5
Sundarganj,2025-02-01,0.2,0.3,30.0
Sundarganj,2025-02-02,0.0,0.3,28.9
Sundarganj,2025-02-03,0.5,0.3,27.6
Sundarganj,2025-02-04,0.4,0.3,29.4
Sundarganj,2025-02-05,0.7,0.3,29.8
Sundarganj,2025-02-06,0.1,0.3,28.6
Sundarganj,2025-02-07,0.0,0.3,26.1
Sundarganj,2025-02-08,1.0,0.3,26.2
Sundarganj,2025-02-09,0.4,0.3,28.4
Sundarganj,2025-02-10,0.3,0.3,28.3
Sundarganj,2025-02-11,0.2,0.3,28.2
Sundarganj,2025-02-12,0.2,0.3,30.9
Sundarganj,2025-02-13,0.2,0.3,27.3
Sundarganj,2025-02-14,0.0,0.3,29.6
Sundarganj,2025-02-15,0.7,0.3,28.6
Sundarganj,2025-02-16,0.1,0.3,31.3
Sundarganj,2025-02-17,0.6,0.3,28.3
Sundarganj,2025-02-18,0.0,0.3,27.9
Sundarganj,2025-02-19,0.1,0.3,29.7
Sundarganj,2025-02-20,0.3,0.3,27.6
Sundarganj,2025-02-21,0.1,0.3,29.7
Sundarganj,2025-02-22,0.5,0.3,31.7
Sundarganj,2025-02-23,0.0,0.3,30.8
Sundarganj,2025-02-24,0.3,0.3,29.0
Sundarganj,2025-02-25,0.1,0.3,25.2
Sundarganj,2025-02-26,0.0,0.3,29.1
Sundarganj,2025-02-27,0.2,0.3,28.1
Sundarganj,2025-02-28,0.3,0.3,27.9
Sundarganj,2025-03-01,0.2,0.5,34.2
Sundarganj,2025-03-02,0.2,0.5,34.9
Sundarganj,2025-03-03,0.2,0.5,32.1
Sundarganj,2025-03-04,0.9,0.5,34.9
Sundarganj,2025-03-05,0.2,0.5,33.2
Sundarganj,2025-03-06,1.1,0.5,30.7
Sundarganj,2025-03-07,0.3,0.5,33.2
Sundarganj,2025-03-08,0.4,0.5,32.6
Sundarganj,2025-03-09,2.1,0.5,34.8
Sundarganj,2025-03-10,0.4,0.5,34.1
Sundarganj,2025-03-11,0.4,0.5,32.8
Sundarganj,2025-03-12,0.3,0.5,33.3
Sundarganj,2025-03-13,0.1,0.5,33.0
Sundarganj,2025-03-14,2.8,0.5,34.7
Sundarganj,2025-03-15,0.1,0.5,35.2
Sundarganj,2025-03-16,0.3,0.5,32.2
Sundarganj,2025-03-17,0.1,0.5,30.5
Sundarganj,2025-03-18,0.3,0.5,33.2
Sundarganj,2025-03-19,0.1,0.5,34.5
Sundarganj,2025-03-20,0.8,0.5,35.2
Sundarganj,2025-03-21,0.4,0.5,35.0
Sundarganj,2025-03-22,0.1,0.5,32.3
Sundarganj,2025-03-23,0.3,0.5,34.4
Sundarganj,2025-03-24,0.0,0.5,32.4
Sundarganj,2025-03-25,0.3,0.5,33.3
Sundarganj,2025-03-26,0.2,0.5,33.9
Sundarganj,2025-03-27,0.2,0.5,34.4
Sundarganj,2025-03-28,1.1,0.5,36.3
Sundarganj,2025-03-29,0.2,0.5,32.8
Sundarganj,2025-03-30,0.7,0.5,36.0
Sundarganj,2025-03-31,0.2,0.5,36.2
Sundarganj,2025-04-01,0.9,0.7,36.7
Sundarganj,2025-04-02,0.8,0.7,40.2
Sundarganj,2025-04-03,1.1,0.7,38.7
Sundarganj,2025-04-04,0.4,0.7,36.4
Sundarganj,2025-04-05,0.8,0.7,39.3
Sundarganj,2025-04-06,0.3,0.7,38.3
Sundarganj,2025-04-07,3.7,0.7,37.5
Sundarganj,2025-04-08,0.2,0.7,37.4
Sundarganj,2025-04-09,0.2,0.7,39.7
Sundarganj,2025-04-10,0.0,0.7,39.0
Sundarganj,2025-04-11,1.0,0.7,36.8
Sundarganj,2025-04-12,0.0,0.7,43.0
Sundarganj,2025-04-13,0.2,0.7,38.1
Sundarganj,2025-04-14,0.1,0.7,38.9
Sundarganj,2025-04-15,0.0,0.7,40.6
Sundarganj,2025-04-16,0.2,0.7,38.5
Sundarganj,2025-04-17,0.3,0.7,39.5
Sundarganj,2025-04-18,1.3,0.7,40.4
Sundarganj,2025-04-19,0.0,0.7,39.4
Sundarganj,2025-04-20,1.4,0.7,39.6
Sundarganj,2025-04-21,1.1,0.7,39.7
Sundarganj,2025-04-22,0.7,0.7,41.7
Sundarganj,2025-04-23,0.9,0.7,38.5
Sundarganj,2025-04-24,3.0,0.7,37.8
Sundarganj,2025-04-25,0.3,0.7,36.8
Sundarganj,2025-04-26,2.0,0.7,36.6
Sundarganj,2025-04-27,1.4,0.7,40.3
Sundarganj,2025-04-28,2.9,0.7,40.2
Sundarganj,2025-04-29,0.8,0.7,40.0
Sundarganj,2025-04-30,0.2,0.7,41.0
Sundarganj,2025-05-01,0.7,1.2,43.5
Sundarganj,2025-05-02,3.7,1.2,41.5
Sundarganj,2025-05-03,0.1,1.2,43.3
Sundarganj,2025-05-04,0.3,1.2,40.1
Sundarganj,2025-05-05,0.3,1.2,40.9
Sundarganj,2025-05-06,0.4,1.2,42.5
Sundarganj,2025-05-07,0.3,1.2,42.0
Sundarganj,2025-05-08,0.7,1.2,42.5
Sundarganj,2025-05-09,0.2,1.2,39.0
Sundarganj,2025-05-10,2.3,1.2,42.0
Sundarganj,2025-05-11,0.1,1.2,44.0
Sundarganj,2025-05-12,2.7,1.2,43.6
Sundarganj,2025-05-13,0.2,1.2,42.6
Sundarganj,2025-05-14,0.7,1.2,42.6
Sundarganj,2025-05-15,0.6,1.2,40.0
Sundarganj,2025-05-16,2.7,1.2,43.0
Sundarganj,2025-05-17,0.4,1.2,41.6
Sundarganj,2025-05-18,1.3,1.2,37.1
Sundarganj,2025-05-19,0.1,1.2,42.7
Sundarganj,2025-05-20,1.8,1.2,42.5
Sundarganj,2025-05-21,0.7,1.2,42.6
Sundarganj,2025-05-22,0.7,1.2,41.2
Sundarganj,2025-05-23,2.4,1.2,43.3
Sundarganj,2025-05-24,0.6,1.2,41.5
Sundarganj,2025-05-25,1.8,1.2,44.4
Sundarganj,2025-05-26,0.5,1.2,41.7
Sundarganj,2025-05-27,0.4,1.2,42.4
Sundarganj,2025-05-28,0.2,1.2,42.6
Sundarganj,2025-05-29,0.3,1.2,41.4
Sundarganj,2025-05-30,1.0,1.2,45.0
Sundarganj,2025-05-31,1.0,1.2,41.9
Sundarganj,2025-06-01,3.3,6.0,39.3
Sundarganj,2025-06-02,5.6,6.0,37.2
Sundarganj,2025-06-03,10.2,6.0,42.2
Sundarganj,2025-06-04,2.9,6.0,38.1
Sundarganj,2025-06-05,2.3,6.0,37.4
Sundarganj,2025-06-06,8.4,6.0,37.2
Sundarganj,2025-06-07,1.3,6.0,38.1
Sundarganj,2025-06-08,0.4,6.0,37.3
Sundarganj,2025-06-09,5.6,6.0,37.6
Sundarganj,2025-06-10,1.1,6.0,37.1
Sundarganj,2025-06-11,3.7,6.0,38.2
Sundarganj,2025-06-12,3.0,6.0,38.0
Sundarganj,2025-06-13,17.7,6.0,38.9
Sundarganj,2025-06-14,16.7,6.0,37.8
Sundarganj,2025-06-15,1.7,6.0,37.5
Sundarganj,2025-06-16,1.2,6.0,38.3
Sundarganj,2025-06-17,0.4,6.0,36.4
Sundarganj,2025-06-18,1.7,6.0,37.9
Sundarganj,2025-06-19,43.5,6.0,41.1
Sundarganj,2025-06-20,23.0,6.0,37.7
Sundarganj,2025-06-21,8.5,6.0,38.3
Sundarganj,2025-06-22,3.8,6.0,39.4
Sundarganj,2025-06-23,1.0,6.0,37.2
Sundarganj,2025-06-24,11.7,6.0,38.0
Sundarganj,2025-06-25,3.5,6.0,36.6
Sundarganj,2025-06-26,2.9,6.0,40.8
Sundarganj,2025-06-27,5.0,6.0,37.8
Sundarganj,2025-06-28,4.0,6.0,40.7
Sundarganj,2025-06-29,4.0,6.0,38.2
Sundarganj,2025-06-30,7.6,6.0,40.2
Sundarganj,2025-07-01,12.9,10.5,32.4
Sundarganj,2025-07-02,1.7,10.5,33.7
Sundarganj,2025-07-03,27.2,10.5,31.6
Sundarganj,2025-07-04,12.0,10.5,34.4
Sundarganj,2025-07-05,1.1,10.5,32.9
Sundarganj,2025-07-06,5.4,10.5,34.8
Sundarganj,2025-07-07,4.8,10.5,33.5
Sundarganj,2025-07-08,11.1,10.5,32.5
Sundarganj,2025-07-09,2.0,10.5,32.4
Sundarganj,2025-07-10,1.2,10.5,34.4
Sundarganj,2025-07-11,6.1,10.5,32.6
Sundarganj,2025-07-12,3.0,10.5,32.9
Sundarganj,2025-07-13,2.9,10.5,34.2
Sundarganj,2025-07-14,1.0,10.5,30.2
Sundarganj,2025-07-15,5.7,10.5,33.8
Sundarganj,2025-07-16,2.6,10.5,32.0
Sundarganj,2025-07-17,7.3,10.5,31.4
Sundarganj,2025-07-18,12.0,10.5,37.6
Sundarganj,2025-07-19,1.4,10.5,34.9
Sundarganj,2025-07-20,3.9,10.5,34.7
Sundarganj,2025-07-21,1.0,10.5,33.3
Sundarganj,2025-07-22,3.0,10.5,32.6
Sundarganj,2025-07-23,12.4,10.5,30.9
Sundarganj,2025-07-24,7.0,10.5,32.4
Sundarganj,2025-07-25,6.9,10.5,33.5
Sundarganj,2025-07-26,23.6,10.5,30.9
Sundarganj,2025-07-27,23.7,10.5,33.9
Sundarganj,2025-07-28,2.2,10.5,34.2
Sundarganj,2025-07-29,4.7,10.5,31.6
Sundarganj,2025-07-30,18.4,10.5,33.7
Sundarganj,2025-07-31,28.9,10.5,33.0
Sundarganj,2025-08-01,2.7,9.5,33.6
Sundarganj,2025-08-02,3.6,9.5,35.2
Sundarganj,2025-08-03,12.1,9.5,31.9
Sundarganj,2025-08-04,9.3,9.5,32.0
Sundarganj,2025-08-05,9.3,9.5,28.2
Sundarganj,2025-08-06,12.4,9.5,32.9
Sundarganj,2025-08-07,19.6,9.5,30.9
Sundarganj,2025-08-08,44.9,9.5,33.2
Sundarganj,2025-08-09,8.4,9.5,31.6
Sundarganj,2025-08-10,11.2,9.5,29.9
Sundarganj,2025-08-11,2.2,9.5,30.7
Sundarganj,2025-08-12,2.2,9.5,28.8
Sundarganj,2025-08-13,3.9,9.5,32.6
Sundarganj,2025-08-14,1.4,9.5,29.5
Sundarganj,2025-08-15,4.0,9.5,33.0
Sundarganj,2025-08-16,9.1,9.5,31.5
Sundarganj,2025-08-17,3.2,9.5,29.2
Sundarganj,2025-08-18,4.7,9.5,29.7
Sundarganj,2025-08-19,16.5,9.5,31.6
Sundarganj,2025-08-20,2.1,9.5,33.1
Sundarganj,2025-08-21,3.1,9.5,32.1
Sundarganj,2025-08-22,1.7,9.5,35.4
Sundarganj,2025-08-23,0.0,9.5,32.3
Sundarganj,2025-08-24,3.8,9.5,30.3
Sundarganj,2025-08-25,1.5,9.5,32.9
Sundarganj,2025-08-26,8.9,9.5,31.1
Sundarganj,2025-08-27,14.2,9.5,31.6
Sundarganj,2025-08-28,5.1,9.5,32.4
Sundarganj,2025-08-29,11.6,9.5,33.9
Sundarganj,2025-08-30,6.9,9.5,30.2
Sundarganj,2025-08-31,1.8,9.5,31.9
Sundarganj,2025-09-01,3.5,5.5,33.5
Sundarganj,2025-09-02,15.1,5.5,33.1
Sundarganj,2025-09-03,5.4,5.5,36.4
Sundarganj,2025-09-04,2.9,5.5,31.5
Sundarganj,2025-09-05,0.1,5.5,31.8
Sundarganj,2025-09-06,0.2,5.5,31.3
Sundarganj,2025-09-07,1.0,5.5,30.2
Sundarganj,2025-09-08,12.7,5.5,34.6
Sundarganj,2025-09-09,0.7,5.5,33.3
Sundarganj,2025-09-10,1.3,5.5,33.5
Sundarganj,2025-09-11,24.6,5.5,34.1
Sundarganj,2025-09-12,4.3,5.5,33.9
Sundarganj,2025-09-13,1.6,5.5,33.4
Sundarganj,2025-09-14,5.0,5.5,31.5
Sundarganj,2025-09-15,0.8,5.5,32.6
Sundarganj,2025-09-16,15.3,5.5,36.0
Sundarganj,2025-09-17,2.2,5.5,33.0
Sundarganj,2025-09-18,1.7,5.5,31.7
Sundarganj,2025-09-19,3.7,5.5,36.3
Sundarganj,2025-09-20,0.7,5.5,34.0
Sundarganj,2025-09-21,0.9,5.5,34.0
Sundarganj,2025-09-22,0.2,5.5,32.0
Sundarganj,2025-09-23,8.7,5.5,31.2
Sundarganj,2025-09-24,1.7,5.5,32.7
Sundarganj,2025-09-25,2.1,5.5,28.6
Sundarganj,2025-09-26,4.3,5.5,33.2
Sundarganj,2025-09-27,10.1,5.5,31.9
Sundarganj,2025-09-28,1.7,5.5,30.3
Sundarganj,2025-09-29,10.0,5.5,33.7
Sundarganj,2025-09-30,1.7,5.5,32.2
Sundarganj,2025-10-01,0.3,1.8,32.9
Sundarganj,2025-10-02,5.4,1.8,33.7
Sundarganj,2025-10-03,1.6,1.8,34.2
Sundarganj,2025-10-04,1.2,1.8,32.6
Sundarganj,2025-10-05,0.9,1.8,33.7
Sundarganj,2025-10-06,0.1,1.8,30.4
Sundarganj,2025-10-07,4.9,1.8,33.5
Sundarganj,2025-10-08,0.3,1.8,30.7
Sundarganj,2025-10-09,4.0,1.8,33.6
Sundarganj,2025-10-10,0.1,1.8,32.2
Sundarganj,2025-10-11,1.7,1.8,31.8
Sundarganj,2025-10-12,5.2,1.8,31.3
Sundarganj,2025-10-13,4.4,1.8,32.8
Sundarganj,2025-10-14,0.5,1.8,30.0
Sundarganj,2025-10-15,1.1,1.8,35.0
Sundarganj,2025-10-16,0.0,1.8,30.6
Sundarganj,2025-10-17,1.0,1.8,30.4
Sundarganj,2025-10-18,0.9,1.8,30.1
Sundarganj,2025-10-19,0.7,1.8,34.4
Sundarganj,2025-10-20,2.3,1.8,34.6
Sundarganj,2025-10-21,0.1,1.8,34.8
Sundarganj,2025-10-22,1.2,1.8,32.4
Sundarganj,2025-10-23,2.0,1.8,31.4
Sundarganj,2025-10-24,0.0,1.8,33.6
Sundarganj,2025-10-25,1.5,1.8,31.9
Sundarganj,2025-10-26,0.2,1.8,32.9
Sundarganj,2025-10-27,7.5,1.8,35.0
Sundarganj,2025-10-28,2.6,1.8,33.1
Sundarganj,2025-10-29,0.3,1.8,31.4
Sundarganj,2025-10-30,0.1,1.8,35.1
Sundarganj,2025-10-31,0.1,1.8,30.7
Sundarganj,2025-11-01,1.8,0.5,29.8
Sundarganj,2025-11-02,0.3,0.5,29.8
Sundarganj,2025-11-03,0.2,0.5,32.7
Sundarganj,2025-11-04,0.4,0.5,27.6
Sundarganj,2025-11-05,0.3,0.5,28.8
Sundarganj,2025-11-06,0.0,0.5,30.4
Sundarganj,2025-11-07,0.8,0.5,30.0
Sundarganj,2025-11-08,0.2,0.5,29.0
Sundarganj,2025-11-09,0.1,0.5,29.9
Sundarganj,2025-11-10,0.4,0.5,27.9
Sundarganj,2025-11-11,0.2,0.5,26.7
Sundarganj,2025-11-12,0.5,0.5,28.2
Sundarganj,2025-11-13,0.0,0.5,31.2
Sundarganj,2025-11-14,0.0,0.5,27.5
Sundarganj,2025-11-15,0.7,0.5,26.8
Sundarganj,2025-11-16,0.3,0.5,29.7
Sundarganj,2025-11-17,0.5,0.5,29.8
Sundarganj,2025-11-18,1.2,0.5,28.2
Sundarganj,2025-11-19,0.2,0.5,29.2
Sundarganj,2025-11-20,0.3,0.5,29.0
Sundarganj,2025-11-21,0.9,0.5,28.9
Sundarganj,2025-11-22,0.7,0.5,30.1
Sundarganj,2025-11-23,0.1,0.5,29.8
Sundarganj,2025-11-24,0.2,0.5,28.9
Sundarganj,2025-11-25,0.8,0.5,27.9
Sundarganj,2025-11-26,0.5,0.5,30.6
Sundarganj,2025-11-27,1.1,0.5,28.9
Sundarganj,2025-11-28,0.4,0.5,28.7
Sundarganj,2025-11-29,0.0,0.5,26.2
Sundarganj,2025-11-30,0.7,0.5,28.9
Sundarganj,2025-12-01,0.3,0.3,26.4
Sundarganj,2025-12-02,0.2,0.3,27.2
Sundarganj,2025-12-03,0.3,0.3,26.2
Sundarganj,2025-12-04,0.0,0.3,26.9
Sundarganj,2025-12-05,0.1,0.3,26.1
Sundarganj,2025-12-06,0.6,0.3,25.6
Sundarganj,2025-12-07,0.0,0.3,24.5
Sundarganj,2025-12-08,0.2,0.3,25.6
Sundarganj,2025-12-09,0.4,0.3,25.4
Sundarganj,2025-12-10,0.1,0.3,27.2
Sundarganj,2025-12-11,0.3,0.3,26.9
Sundarganj,2025-12-12,0.1,0.3,27.9
Sundarganj,2025-12-13,0.3,0.3,27.5
Sundarganj,2025-12-14,0.4,0.3,26.6
Sundarganj,2025-12-15,0.1,0.3,26.1
Sundarganj,2025-12-16,0.3,0.3,25.5
Sundarganj,2025-12-17,0.9,0.3,25.1
Sundarganj,2025-12-18,0.1,0.3,25.6
Sundarganj,2025-12-19,0.0,0.3,24.8
Sundarganj,2025-12-20,0.7,0.3,24.9
Sundarganj,2025-12-21,0.5,0.3,27.7
Sundarganj,2025-12-22,0.0,0.3,27.7
Sundarganj,2025-12-23,0.3,0.3,25.8
Sundarganj,2025-12-24,0.4,0.3,28.4
Sundarganj,2025-12-25,0.1,0.3,26.8
Sundarganj,2025-12-26,0.1,0.3,26.4
Sundarganj,2025-12-27,0.0,0.3,26.8
Sundarganj,2025-12-28,0.9,0.3,25.8
Sundarganj,2025-12-29,1.3,0.3,27.2
Sundarganj,2025-12-30,0.1,0.3,27.8
Sundarganj,2025-12-31,0.3,0.3,24.9
Sundarganj,2026-01-01,0.1,0.4,25.2
Sundarganj,2026-01-02,0.3,0.4,23.6
Sundarganj,2026-01-03,0.1,0.4,27.5
Sundarganj,2026-01-04,0.1,0.4,24.5
Sundarganj,2026-01-05,0.1,0.4,28.8
Sundarganj,2026-01-06,0.0,0.4,26.5
Sundarganj,2026-01-07,0.2,0.4,28.3
Sundarganj,2026-01-08,1.2,0.4,24.8
Sundarganj,2026-01-09,0.7,0.4,27.9
Sundarganj,2026-01-10,0.2,0.4,26.2
Sundarganj,2026-01-11,0.2,0.4,27.1
Sundarganj,2026-01-12,0.7,0.4,26.8
Sundarganj,2026-01-13,0.1,0.4,27.7
Sundarganj,2026-01-14,0.7,0.4,22.9
Sundarganj,2026-01-15,0.1,0.4,23.6
Sundarganj,2026-01-16,0.3,0.4,26.0
Sundarganj,2026-01-17,0.3,0.4,24.7
Sundarganj,2026-01-18,1.2,0.4,26.6
Sundarganj,2026-01-19,0.4,0.4,28.7
Sundarganj,2026-01-20,0.5,0.4,27.3
Sundarganj,2026-01-21,0.5,0.4,27.8
Sundarganj,2026-01-22,0.7,0.4,26.2
Sundarganj,2026-01-23,0.0,0.4,24.9
Sundarganj,2026-01-24,1.3,0.4,26.8
