enterprise_id,date,txn_count,value_index,inflow_outflow,payer_diversity
36,2025-12-04,16,1.205,1.295,0.579
36,2025-12-05,15,0.939,1.129,0.717
36,2025-12-06,19,0.966,1.021,0.629
36,2025-12-07,17,1.226,1.184,0.688
36,2025-12-08,16,1.159,1.142,0.637
36,2025-12-09,21,1.145,1.158,0.551
36,2025-12-10,26,1.33,1.314,0.623
36,2025-12-11,16,1.133,1.236,1.0
36,2025-12-12,27,1.204,1.183,0.63
36,2025-12-13,19,1.066,1.205,0.63
36,2025-12-14,17,0.934,1.034,0.412
36,2025-12-15,14,1.079,1.09,0.47
36,2025-12-16,23,1.302,1.297,0.863
36,2025-12-17,17,0.933,1.164,0.465
36,2025-12-18,21,1.076,1.232,0.492
36,2025-12-19,16,1.037,1.085,0.843
36,2025-12-20,11,0.976,0.909,0.668
36,2025-12-21,16,1.108,1.148,0.526
36,2025-12-22,22,1.157,1.253,0.608
36,2025-12-23,18,1.03,1.209,0.553
36,2025-12-24,26,1.257,1.342,0.761
36,2025-12-25,17,1.028,1.186,0.874
36,2025-12-26,22,1.279,1.204,1.0
36,2025-12-27,15,1.049,0.92,0.581
36,2025-12-28,13,0.973,1.18,0.591
36,2025-12-29,23,1.257,1.233,0.775
36,2025-12-30,17,1.194,1.141,0.716
36,2025-12-31,15,1.019,1.153,0.514
36,2026-01-01,14,1.02,1.02,0.465
36,2026-01-02,14,1.211,1.085,0.534
36,2026-01-03,16,1.034,1.144,0.733
36,2026-01-04,18,0.998,0.981,0.661
36,2026-01-05,8,1.222,1.175,0.589
36,2026-01-06,19,1.267,1.202,0.588
36,2026-01-07,19,1.157,1.189,0.558
36,2026-01-08,16,1.14,1.161,0.625
36,2026-01-09,23,0.98,1.122,0.575
36,2026-01-10,18,1.178,1.08,0.564
36,2026-01-11,20,0.874,1.006,0.774
36,2026-01-12,28,1.401,1.343,0.864
36,2026-01-13,24,1.211,1.176,0.735
36,2026-01-14,31,1.491,1.333,0.805
36,2026-01-15,16,1.007,0.959,0.646
36,2026-01-16,16,1.262,1.247,0.58
36,2026-01-17,13,0.733,0.941,0.318
36,2026-01-18,24,1.007,1.122,0.688
36,2026-01-19,15,1.324,1.192,0.686
36,2026-01-20,21,1.237,1.189,0.829
36,2026-01-21,19,1.151,1.097,0.797
36,2026-01-22,8,0.771,0.788,0.497
36,2026-01-23,16,0.876,0.928,0.409
36,2026-01-24,19,0.917,1.021,0.582
36,2026-01-25,13,1.062,1.034,0.52
36,2026-01-26,20,1.073,1.12,0.568
36,2026-01-27,14,1.187,1.11,0.677
36,2026-01-28,19,1.059,1.306,0.742
36,2026-01-29,18,1.13,1.172,0.66
36,2026-01-30,25,0.955,1.021,0.645
36,2026-01-31,19,1.186,1.104,0.906
36,2026-02-01,21,1.284,1.184,0.732
36,2026-02-02,25,1.104,1.255,0.467
36,2026-02-03,23,1.01,1.049,0.61
36,2026-02-04,28,1.283,1.223,0.67
36,2026-02-05,18,0.841,1.028,0.49
36,2026-02-06,29,1.188,1.214,0.659
36,2026-02-07,21,0.975,1.002,0.561
36,2026-02-08,25,1.261,1.202,0.595
36,2026-02-09,19,1.371,1.321,0.704
36,2026-02-10,18,1.094,1.133,0.548
36,2026-02-11,17,1.136,1.136,0.826
36,2026-02-12,15,0.922,0.924,0.491
36,2026-02-13,18,1.007,1.018,0.638
36,2026-02-14,18,1.097,1.043,0.486
36,2026-02-15,21,0.864,1.081,0.711
36,2026-02-16,18,1.206,1.095,0.7
36,2026-02-17,14,1.072,1.185,0.62
36,2026-02-18,24,1.393,1.307,1.0
36,2026-02-19,27,1.072,1.284,0.757
36,2026-02-20,23,0.774,0.92,0.474
36,2026-02-21,18,1.129,1.092,0.55
36,2026-02-22,20,1.23,1.254,0.769
36,2026-02-23,30,1.247,1.178,0.68
36,2026-02-24,18,1.29,1.198,0.795
36,2026-02-25,13,1.143,1.343,0.675
36,2026-02-26,17,0.961,1.074,0.6
36,2026-02-27,22,1.178,1.245,0.641
36,2026-02-28,27,1.105,1.286,0.657
36,2026-03-01,30,1.152,1.399,0.809
36,2026-03-02,21,1.413,1.334,0.938
36,2026-03-03,17,1.324,1.245,0.473
36,2026-03-04,29,1.385,1.131,0.542
36,2026-03-05,19,1.24,1.243,0.928
36,2026-03-06,14,0.986,1.15,0.789
36,2026-03-07,18,0.984,1.074,0.605
36,2026-03-08,22,1.182,1.275,0.596
36,2026-03-09,24,1.427,1.466,0.742
36,2026-03-10,25,1.109,1.198,0.727
36,2026-03-11,21,1.052,1.213,0.558
36,2026-03-12,22,1.201,1.35,0.611
36,2026-03-13,16,0.968,1.026,0.737
36,2026-03-14,20,1.274,1.208,0.657
36,2026-03-15,16,1.158,1.14,0.718
36,2026-03-16,25,1.185,1.192,0.599
36,2026-03-17,23,1.128,1.278,0.808
36,2026-03-18,23,1.159,1.385,0.523
36,2026-03-19,19,0.959,0.991,0.42
36,2026-03-20,21,1.246,1.326,0.695
36,2026-03-21,17,1.287,1.285,0.589
36,2026-03-22,18,1.348,1.287,0.769
36,2026-03-23,23,1.094,1.332,0.393
36,2026-03-24,20,1.384,1.247,0.604
36,2026-03-25,18,1.056,1.112,0.738
36,2026-03-26,19,1.099,1.192,0.78
36,2026-03-27,17,1.047,1.179,0.711
36,2026-03-28,21,0.914,1.13,0.585
36,2026-03-29,23,1.327,1.275,0.618
36,2026-03-30,22,1.531,1.544,0.699
36,2026-03-31,20,1.13,1.083,0.631
36,2026-04-01,24,0.886,1.031,0.313
36,2026-04-02,23,1.031,1.142,0.627
36,2026-04-03,23,1.005,1.045,0.664
36,2026-04-04,18,1.099,1.055,0.619
36,2026-04-05,19,1.203,1.07,0.509
36,2026-04-06,12,0.9,0.997,0.673
36,2026-04-07,14,1.112,1.168,0.719
36,2026-04-08,19,1.247,1.192,0.864
36,2026-04-09,19,0.983,1.169,0.795
36,2026-04-10,17,0.997,1.227,0.876
36,2026-04-11,15,0.888,0.959,0.442
36,2026-04-12,19,0.912,1.04,0.732
36,2026-04-13,23,1.107,1.271,0.904
36,2026-04-14,13,1.087,1.036,0.553
36,2026-04-15,17,0.988,1.052,0.634
36,2026-04-16,13,1.134,0.978,0.749
36,2026-04-17,19,1.226,1.163,0.573
36,2026-04-18,22,1.268,1.082,0.782
36,2026-04-19,19,1.044,1.004,0.664
36,2026-04-20,10,1.145,1.085,0.536
36,2026-04-21,14,0.844,0.957,0.458
36,2026-04-22,10,0.8,0.875,0.448
36,2026-04-23,9,0.912,0.94,0.736
36,2026-04-24,19,0.908,1.024,0.56
36,2026-04-25,16,0.8,0.848,0.629
36,2026-04-26,16,1.101,1.086,0.66
36,2026-04-27,13,1.009,1.065,0.815
36,2026-04-28,26,1.087,1.149,0.638
36,2026-04-29,21,0.908,0.967,0.635
36,2026-04-30,26,1.158,1.183,0.836
36,2026-05-01,17,0.949,1.038,0.603
36,2026-05-02,21,0.853,0.832,0.457
36,2026-05-03,12,0.825,0.948,0.738
36,2026-05-04,19,0.804,1.113,0.606
36,2026-05-05,16,0.867,0.889,0.566
36,2026-05-06,15,0.885,0.924,0.524
36,2026-05-07,12,0.843,0.882,0.463
36,2026-05-08,16,1.07,1.05,0.345
36,2026-05-09,15,0.789,0.893,0.478
36,2026-05-10,15,0.946,0.976,0.463
36,2026-05-11,19,0.699,0.872,0.528
36,2026-05-12,17,0.692,0.947,0.42
36,2026-05-13,14,0.94,0.815,0.508
36,2026-05-14,14,0.802,0.93,0.567
36,2026-05-15,26,0.949,0.972,0.56
36,2026-05-16,14,0.78,0.836,0.391
36,2026-05-17,13,0.922,0.953,0.516
36,2026-05-18,15,0.854,1.009,0.555
36,2026-05-19,11,0.92,0.907,0.482
36,2026-05-20,15,0.787,0.721,0.343
36,2026-05-21,21,0.942,0.959,0.619
36,2026-05-22,9,0.842,0.952,0.451
36,2026-05-23,14,0.787,0.792,0.323
36,2026-05-24,18,0.944,0.889,0.611
36,2026-05-25,17,1.084,1.036,0.72
36,2026-05-26,13,0.851,0.76,0.511
36,2026-05-27,9,0.73,0.873,0.461
36,2026-05-28,10,0.795,0.83,0.626
36,2026-05-29,18,1.062,0.97,0.502
36,2026-05-30,12,0.875,0.809,0.522
36,2026-05-31,14,0.819,0.871,0.424
36,2026-06-01,13,0.899,0.904,0.533
36,2026-06-02,14,0.729,0.853,0.501
36,2026-06-03,16,0.69,0.701,0.503
36,2026-06-04,12,0.947,0.876,0.563
36,2026-06-05,14,0.735,0.755,0.529
36,2026-06-06,23,0.871,0.904,0.545
36,2026-06-07,13,0.801,0.806,0.429
36,2026-06-08,11,0.897,0.891,0.513
36,2026-06-09,6,0.749,0.829,0.442
36,2026-06-10,16,0.835,0.775,0.457
36,2026-06-11,14,0.812,0.912,0.619
36,2026-06-12,14,0.953,0.911,0.621
36,2026-06-13,8,0.629,0.796,0.521
36,2026-06-14,13,0.744,0.832,0.446
36,2026-06-15,9,0.934,1.022,0.687
36,2026-06-16,12,0.756,0.74,0.587
36,2026-06-17,22,0.997,0.891,0.403
36,2026-06-18,16,0.842,0.86,0.505
36,2026-06-19,13,0.822,0.893,0.444
36,2026-06-20,19,0.704,0.811,0.373
36,2026-06-21,8,0.759,0.803,0.226
36,2026-06-22,11,0.716,0.854,0.504
36,2026-06-23,21,0.702,0.78,0.349
36,2026-06-24,11,0.762,0.737,0.324
36,2026-06-25,16,0.869,0.857,0.508
36,2026-06-26,10,0.84,0.767,0.477
36,2026-06-27,17,0.857,0.875,0.474
36,2026-06-28,14,0.812,0.861,0.522
36,2026-06-29,15,0.919,0.913,0.521
36,2026-06-30,12,0.849,0.883,0.386
36,2026-07-01,18,0.713,0.869,0.531
36,2026-07-02,10,0.902,0.891,0.468
36,2026-07-03,16,0.901,0.849,0.539
36,2026-07-04,15,0.788,0.835,0.639
36,2026-07-05,22,0.756,0.822,0.438
36,2026-07-06,12,0.869,0.917,0.357
36,2026-07-07,16,0.661,0.814,0.436
36,2026-07-08,10,0.688,0.819,0.413
36,2026-07-09,9,0.82,0.849,0.499
36,2026-07-10,12,0.921,0.869,0.362
36,2026-07-11,10,0.846,0.819,0.483
36,2026-07-12,9,0.743,0.844,0.555
36,2026-07-13,26,0.682,0.842,0.544
36,2026-07-14,12,0.875,0.852,0.448
36,2026-07-15,13,0.782,0.841,0.55
37,2024-01-01,5,0.94,0.938,0.529
37,2024-01-02,9,1.44,1.283,0.733
37,2024-01-03,6,0.859,1.063,0.707
37,2024-01-04,5,0.902,0.989,0.56
37,2024-01-05,8,1.286,1.17,0.723
37,2024-01-06,8,1.138,1.127,0.62
37,2024-01-07,10,1.086,1.17,0.809
37,2024-01-08,5,0.966,1.029,0.644
37,2024-01-09,10,0.899,0.977,0.496
37,2024-01-10,7,0.986,1.128,0.711
37,2024-01-11,5,1.176,1.121,0.763
37,2024-01-12,9,0.942,1.032,0.71
37,2024-01-13,11,1.156,1.039,0.536
37,2024-01-14,5,1.269,1.105,0.491
37,2024-01-15,6,1.011,1.057,0.581
37,2024-01-16,8,1.024,0.981,0.525
37,2024-01-17,4,0.91,1.016,0.481
37,2024-01-18,10,0.999,1.285,0.757
37,2024-01-19,10,0.834,0.933,0.378
37,2024-01-20,7,0.944,1.005,0.696
37,2024-01-21,4,0.919,0.936,0.557
37,2024-01-22,7,0.978,1.0,0.473
37,2024-01-23,5,1.352,1.2,0.483
37,2024-01-24,8,1.032,1.023,0.51
37,2024-01-25,2,1.204,1.091,0.734
37,2024-01-26,7,1.205,1.09,0.498
37,2024-01-27,11,1.126,1.166,0.775
37,2024-01-28,4,1.145,1.207,0.49
37,2024-01-29,6,1.108,0.978,0.436
37,2024-01-30,2,1.131,1.115,0.681
37,2024-01-31,4,0.927,1.027,0.527
37,2024-02-01,7,0.792,1.022,0.667
37,2024-02-02,3,0.882,0.848,0.435
37,2024-02-03,8,0.875,1.083,0.514
37,2024-02-04,6,1.032,1.05,0.684
37,2024-02-05,12,0.944,1.074,0.749
37,2024-02-06,8,1.282,1.106,0.577
37,2024-02-07,4,0.903,1.002,0.731
37,2024-02-08,5,1.08,1.146,0.655
37,2024-02-09,5,0.795,0.847,0.526
37,2024-02-10,10,1.323,1.145,0.631
37,2024-02-11,8,0.979,0.987,0.531
37,2024-02-12,5,0.864,1.147,0.508
37,2024-02-13,7,1.235,1.137,0.582
37,2024-02-14,7,0.933,1.123,0.54
37,2024-02-15,3,1.078,1.156,0.562
37,2024-02-16,2,1.061,1.094,0.409
37,2024-02-17,6,1.226,1.335,0.693
37,2024-02-18,8,1.157,1.209,0.986
37,2024-02-19,8,1.185,1.027,0.407
37,2024-02-20,6,1.176,1.25,0.775
37,2024-02-21,11,0.899,1.098,0.589
37,2024-02-22,14,1.106,1.169,0.805
37,2024-02-23,7,0.953,0.833,0.444
37,2024-02-24,7,0.974,1.164,0.609
37,2024-02-25,11,0.99,1.178,0.616
37,2024-02-26,7,1.038,1.054,0.488
37,2024-02-27,3,1.191,1.144,0.706
37,2024-02-28,7,0.986,1.031,0.511
37,2024-02-29,3,1.193,1.186,0.704
37,2024-03-01,1,0.992,0.928,0.549
37,2024-03-02,8,1.053,1.261,0.482
37,2024-03-03,10,1.031,1.158,0.731
37,2024-03-04,8,1.074,1.158,0.54
37,2024-03-05,5,1.341,1.36,0.792
37,2024-03-06,11,0.941,1.209,0.523
37,2024-03-07,3,1.326,1.16,0.721
37,2024-03-08,9,1.301,1.354,0.837
37,2024-03-09,6,1.336,1.32,0.926
37,2024-03-10,6,1.44,1.449,0.844
37,2024-03-11,2,0.873,0.791,0.449
37,2024-03-12,7,0.812,0.948,0.48
37,2024-03-13,2,0.9,0.889,0.44
37,2024-03-14,7,0.809,0.938,0.591
37,2024-03-15,4,0.715,0.738,0.399
37,2024-03-16,7,0.989,1.069,0.771
37,2024-03-17,10,1.083,1.008,0.647
37,2024-03-18,7,0.777,0.753,0.479
37,2024-03-19,5,0.843,0.851,0.444
37,2024-03-20,3,0.888,0.931,0.376
37,2024-03-21,4,0.896,0.969,0.515
37,2024-03-22,3,0.758,0.804,0.448
37,2024-03-23,4,0.983,1.042,0.509
37,2024-03-24,7,0.801,0.947,0.497
37,2024-03-25,5,0.846,0.846,0.392
37,2024-03-26,2,1.026,1.068,0.495
37,2024-03-27,4,0.72,0.839,0.412
37,2024-03-28,4,0.803,0.915,0.638
37,2024-03-29,5,1.046,1.042,0.638
37,2024-03-30,6,0.81,0.952,0.566
37,2024-03-31,8,1.065,1.095,0.763
37,2024-04-01,2,0.599,0.6,0.359
37,2024-04-02,4,0.526,0.578,0.325
37,2024-04-03,3,0.559,0.577,0.278
37,2024-04-04,5,0.517,0.596,0.379
37,2024-04-05,4,0.614,0.666,0.352
37,2024-04-06,5,0.633,0.722,0.459
37,2024-04-07,11,0.764,0.83,0.473
37,2024-04-08,3,0.576,0.592,0.321
37,2024-04-09,7,0.594,0.614,0.344
37,2024-04-10,3,0.745,0.665,0.269
37,2024-04-11,4,0.517,0.56,0.381
37,2024-04-12,7,0.615,0.629,0.185
37,2024-04-13,4,0.627,0.592,0.347
37,2024-04-14,4,0.59,0.59,0.415
37,2024-04-15,5,0.593,0.641,0.402
37,2024-04-16,7,0.534,0.556,0.228
37,2024-04-17,2,0.426,0.524,0.16
37,2024-04-18,6,0.412,0.558,0.39
37,2024-04-19,5,0.536,0.625,0.274
37,2024-04-20,5,0.636,0.641,0.366
37,2024-04-21,2,0.51,0.486,0.224
37,2024-04-22,7,0.68,0.651,0.319
37,2024-04-23,5,0.518,0.55,0.302
37,2024-04-24,5,0.543,0.616,0.305
37,2024-04-25,4,0.626,0.611,0.253
37,2024-04-26,4,0.62,0.678,0.418
37,2024-04-27,7,0.512,0.586,0.27
37,2024-04-28,6,0.594,0.737,0.327
37,2024-04-29,8,0.539,0.594,0.355
37,2024-04-30,2,0.67,0.643,0.291
37,2024-05-01,1,0.591,0.627,0.367
37,2024-05-02,0,0.467,0.497,0.209
37,2024-05-03,4,0.568,0.572,0.384
37,2024-05-04,2,0.657,0.555,0.362
37,2024-05-05,6,0.528,0.566,0.372
37,2024-05-06,4,0.65,0.607,0.413
37,2024-05-07,3,0.43,0.535,0.316
37,2024-05-08,3,0.547,0.519,0.283
37,2024-05-09,5,0.422,0.492,0.323
37,2024-05-10,7,0.555,0.582,0.337
37,2024-05-11,7,0.725,0.821,0.63
37,2024-05-12,3,0.543,0.609,0.302
37,2024-05-13,5,0.806,0.827,0.45
37,2024-05-14,2,0.647,0.64,0.338
37,2024-05-15,7,0.855,0.781,0.363
37,2024-05-16,6,0.654,0.708,0.292
37,2024-05-17,9,0.791,0.725,0.411
37,2024-05-18,7,0.52,0.7,0.349
37,2024-05-19,9,0.81,0.755,0.354
37,2024-05-20,3,0.737,0.705,0.358
37,2024-05-21,8,1.008,0.879,0.421
37,2024-05-22,4,0.671,0.794,0.58
37,2024-05-23,4,0.659,0.706,0.415
37,2024-05-24,2,0.537,0.61,0.387
37,2024-05-25,6,0.723,0.713,0.349
37,2024-05-26,4,0.773,0.812,0.499
37,2024-05-27,3,0.738,0.788,0.443
37,2024-05-28,7,0.644,0.676,0.341
37,2024-05-29,4,0.697,0.73,0.437
37,2024-05-30,5,0.768,0.654,0.385
37,2024-05-31,2,0.617,0.605,0.386
37,2024-06-01,3,0.665,0.827,0.466
37,2024-06-02,7,0.789,0.907,0.634
37,2024-06-03,3,0.821,0.899,0.52
37,2024-06-04,6,0.76,0.823,0.439
37,2024-06-05,1,0.927,0.956,0.63
37,2024-06-06,5,0.799,0.86,0.482
37,2024-06-07,3,0.788,0.882,0.525
37,2024-06-08,5,0.873,0.83,0.576
37,2024-06-09,1,0.922,0.969,0.434
37,2024-06-10,4,0.668,0.833,0.543
37,2024-06-11,11,0.992,0.936,0.726
37,2024-06-12,7,1.089,1.074,0.441
37,2024-06-13,7,0.908,0.958,0.638
37,2024-06-14,7,0.768,0.77,0.443
37,2024-06-15,5,0.827,0.771,0.497
37,2024-06-16,7,0.757,0.876,0.394
37,2024-06-17,5,0.591,0.92,0.463
37,2024-06-18,6,0.849,0.834,0.471
37,2024-06-19,6,1.01,1.0,0.62
37,2024-06-20,7,0.78,0.867,0.418
37,2024-06-21,8,0.825,0.853,0.592
37,2024-06-22,8,0.852,0.94,0.531
37,2024-06-23,9,1.111,0.992,0.578
37,2024-06-24,12,0.969,0.863,0.521
37,2024-06-25,6,0.917,0.932,0.421
37,2024-06-26,12,0.788,1.051,0.63
37,2024-06-27,6,0.902,0.937,0.566
37,2024-06-28,2,0.816,0.869,0.464
37,2024-06-29,8,0.754,0.785,0.446
37,2024-06-30,7,0.839,1.004,0.417
37,2024-07-01,3,0.69,0.933,0.478
37,2024-07-02,7,0.951,0.943,0.471
37,2024-07-03,12,1.171,1.139,0.704
37,2024-07-04,5,1.068,1.14,0.588
37,2024-07-05,11,0.936,1.049,0.478
37,2024-07-06,6,0.839,0.875,0.446
37,2024-07-07,4,0.714,0.845,0.658
37,2024-07-08,12,0.836,0.883,0.499
37,2024-07-09,5,0.925,0.889,0.598
37,2024-07-10,4,0.889,0.943,0.63
37,2024-07-11,4,0.98,0.836,0.311
37,2024-07-12,5,0.941,0.978,0.471
37,2024-07-13,9,0.997,1.235,0.825
37,2024-07-14,5,0.995,1.016,0.504
37,2024-07-15,7,0.971,0.954,0.499
37,2024-07-16,4,1.05,1.038,0.675
37,2024-07-17,8,1.175,1.13,0.586
37,2024-07-18,9,1.002,1.101,0.744
37,2024-07-19,9,0.788,0.799,0.547
37,2024-07-20,7,0.868,0.963,0.498
37,2024-07-21,5,0.961,1.057,0.579
37,2024-07-22,10,0.97,0.985,0.719
37,2024-07-23,5,1.034,1.102,0.641
37,2024-07-24,13,1.144,1.178,0.558
37,2024-07-25,10,0.865,1.036,0.647
37,2024-07-26,8,1.144,1.085,0.611
37,2024-07-27,3,1.165,1.182,0.674
37,2024-07-28,7,0.935,1.031,0.52
37,2024-07-29,1,0.848,1.013,0.669
37,2024-07-30,7,0.849,0.924,0.492
37,2024-07-31,9,0.784,0.958,0.599
37,2024-08-01,6,0.952,0.915,0.559
37,2024-08-02,6,1.19,1.094,0.525
37,2024-08-03,9,0.882,1.146,0.73
37,2024-08-04,5,0.964,1.007,0.644
37,2024-08-05,8,0.843,0.964,0.546
37,2024-08-06,5,1.163,1.055,0.547
37,2024-08-07,6,0.917,1.02,0.538
37,2024-08-08,2,1.168,1.193,0.716
37,2024-08-09,2,1.026,0.835,0.516
37,2024-08-10,13,1.051,1.149,0.405
37,2024-08-11,6,1.162,1.259,0.694
37,2024-08-12,12,1.176,1.072,0.405
37,2024-08-13,11,1.26,1.29,0.768
37,2024-08-14,12,1.261,1.204,0.69
37,2024-08-15,8,0.97,0.955,0.679
37,2024-08-16,5,1.039,0.959,0.649
37,2024-08-17,12,1.142,1.254,0.784
37,2024-08-18,11,1.013,1.106,0.705
37,2024-08-19,12,1.035,1.161,0.913
37,2024-08-20,6,0.981,1.017,0.594
37,2024-08-21,11,1.072,1.14,0.798
37,2024-08-22,6,1.125,1.104,0.582
37,2024-08-23,3,0.953,1.213,0.489
37,2024-08-24,5,0.86,1.113,0.833
37,2024-08-25,7,0.888,1.044,0.741
37,2024-08-26,7,1.03,0.943,0.577
37,2024-08-27,11,1.159,1.13,0.629
37,2024-08-28,6,1.009,0.89,0.511
37,2024-08-29,11,1.084,1.123,0.812
37,2024-08-30,6,0.826,1.16,0.695
37,2024-08-31,10,1.227,1.188,0.803
37,2024-09-01,15,1.045,1.158,0.561
37,2024-09-02,6,1.274,1.267,0.557
37,2024-09-03,9,1.101,1.359,0.913
37,2024-09-04,4,0.791,0.974,0.694
37,2024-09-05,3,1.334,1.242,0.829
37,2024-09-06,15,1.093,1.117,0.634
37,2024-09-07,7,1.063,1.208,0.528
37,2024-09-08,8,1.09,1.178,0.575
37,2024-09-09,7,1.29,1.148,0.669
37,2024-09-10,8,0.917,1.253,0.648
37,2024-09-11,10,1.083,1.141,0.66
37,2024-09-12,5,0.925,1.104,0.694
37,2024-09-13,9,1.091,1.3,0.777
37,2024-09-14,5,1.256,1.241,0.838
37,2024-09-15,10,1.243,1.234,0.551
37,2024-09-16,12,1.105,1.127,0.517
37,2024-09-17,17,1.296,1.381,0.486
37,2024-09-18,8,1.044,1.13,0.793
37,2024-09-19,7,1.005,1.087,0.552
37,2024-09-20,12,1.462,1.42,0.933
37,2024-09-21,8,1.522,1.355,0.866
37,2024-09-22,7,1.126,1.122,0.684
37,2024-09-23,9,1.222,1.258,0.84
37,2024-09-24,5,0.891,1.236,0.771
37,2024-09-25,9,0.859,1.024,0.548
37,2024-09-26,5,1.232,1.309,0.873
37,2024-09-27,12,1.347,1.326,0.675
37,2024-09-28,6,0.849,1.218,0.758
37,2024-09-29,8,1.224,1.203,0.687
37,2024-09-30,12,1.109,1.322,0.957
37,2024-10-01,4,1.351,1.451,0.967
37,2024-10-02,10,1.089,1.107,0.665
37,2024-10-03,10,1.247,1.125,0.418
37,2024-10-04,6,1.412,1.364,0.812
37,2024-10-05,12,1.143,1.235,0.606
37,2024-10-06,9,0.76,1.318,0.694
37,2024-10-07,8,1.651,1.29,0.588
37,2024-10-08,9,1.513,1.526,0.946
37,2024-10-09,10,1.173,1.304,0.695
37,2024-10-10,7,1.226,1.102,0.571
37,2024-10-11,13,1.092,1.298,1.0
37,2024-10-12,13,1.292,1.321,0.713
37,2024-10-13,9,1.335,1.415,0.591
37,2024-10-14,7,1.174,1.343,0.639
37,2024-10-15,6,1.174,1.352,0.726
37,2024-10-16,6,1.465,1.35,0.698
37,2024-10-17,9,1.395,1.371,0.734
37,2024-10-18,9,1.483,1.307,0.989
37,2024-10-19,8,1.298,1.392,0.684
37,2024-10-20,12,1.247,1.232,0.892
37,2024-10-21,4,1.546,1.432,0.853
37,2024-10-22,12,1.167,1.549,0.797
37,2024-10-23,11,1.359,1.212,0.774
37,2024-10-24,9,1.026,1.209,0.739
37,2024-10-25,5,1.183,1.292,0.743
37,2024-10-26,6,1.131,1.252,0.77
37,2024-10-27,6,1.46,1.437,0.618
37,2024-10-28,8,1.441,1.403,0.837
37,2024-10-29,13,1.097,1.368,0.622
37,2024-10-30,11,1.384,1.382,0.765
37,2024-10-31,10,1.019,1.055,0.582
37,2024-11-01,7,1.145,1.213,0.782
37,2024-11-02,14,1.589,1.437,0.875
37,2024-11-03,8,1.566,1.598,0.755
37,2024-11-04,13,1.34,1.405,0.481
37,2024-11-05,8,1.459,1.398,0.557
37,2024-11-06,11,1.421,1.415,0.88
37,2024-11-07,5,1.501,1.533,0.979
37,2024-11-08,6,0.97,1.219,0.797
37,2024-11-09,11,1.57,1.463,0.794
37,2024-11-10,8,1.549,1.349,0.771
37,2024-11-11,8,1.283,1.365,0.633
37,2024-11-12,11,1.362,1.322,0.696
37,2024-11-13,4,1.355,1.416,0.998
37,2024-11-14,11,1.234,1.254,0.781
37,2024-11-15,10,1.004,1.149,0.862
37,2024-11-16,7,1.295,1.171,0.552
37,2024-11-17,11,1.354,1.353,0.7
37,2024-11-18,8,1.401,1.327,0.712
37,2024-11-19,8,1.254,1.144,0.706
37,2024-11-20,10,1.229,1.303,0.571
37,2024-11-21,7,1.165,1.184,0.489
37,2024-11-22,7,1.135,1.314,0.59
37,2024-11-23,11,1.312,1.455,0.893
37,2024-11-24,12,1.409,1.546,0.887
37,2024-11-25,6,1.223,1.177,0.48
37,2024-11-26,10,1.224,1.3,0.818
37,2024-11-27,11,1.181,1.266,0.829
37,2024-11-28,8,1.459,1.358,0.871
37,2024-11-29,6,1.018,1.26,0.87
37,2024-11-30,11,1.431,1.349,0.52
37,2024-12-01,10,1.27,1.271,0.712
37,2024-12-02,7,1.128,1.255,0.729
37,2024-12-03,12,1.36,1.323,0.805
37,2024-12-04,11,1.378,1.408,0.994
37,2024-12-05,4,1.193,1.176,0.655
37,2024-12-06,5,1.176,1.192,0.756
37,2024-12-07,5,0.983,1.016,0.721
37,2024-12-08,8,1.257,1.091,0.638
37,2024-12-09,6,0.963,1.05,0.662
37,2024-12-10,7,1.414,1.41,0.724
37,2024-12-11,13,1.136,1.098,0.576
37,2024-12-12,9,0.962,1.28,0.845
37,2024-12-13,10,1.261,1.316,0.485
37,2024-12-14,7,1.286,1.203,0.922
37,2024-12-15,7,1.397,1.264,0.969
37,2024-12-16,8,0.98,0.977,0.462
37,2024-12-17,12,1.226,1.244,0.704
37,2024-12-18,7,1.251,1.356,0.755
37,2024-12-19,11,1.141,1.126,0.617
37,2024-12-20,9,1.205,1.204,0.699
37,2024-12-21,7,1.123,1.163,0.577
37,2024-12-22,7,0.986,1.013,0.816
37,2024-12-23,4,0.835,1.164,0.83
37,2024-12-24,11,1.314,1.359,0.904
37,2024-12-25,6,1.041,1.103,0.786
37,2024-12-26,23,0.974,1.1,0.389
37,2024-12-27,5,1.081,1.227,0.741
37,2024-12-28,6,1.088,0.993,0.643
37,2024-12-29,5,1.165,1.187,0.793
37,2024-12-30,8,0.866,1.036,0.403
37,2024-12-31,9,1.515,1.558,0.891
37,2025-01-01,7,0.996,1.158,0.578
37,2025-01-02,5,1.423,1.275,0.679
37,2025-01-03,6,1.107,1.246,0.824
37,2025-01-04,8,1.265,1.178,0.536
37,2025-01-05,15,1.246,1.332,0.822
37,2025-01-06,8,0.971,1.033,0.584
37,2025-01-07,5,1.09,1.205,0.349
37,2025-01-08,8,1.222,1.435,0.739
37,2025-01-09,10,1.14,1.072,0.459
37,2025-01-10,9,1.035,1.23,0.693
37,2025-01-11,4,0.947,1.102,0.695
37,2025-01-12,8,1.109,1.043,0.558
37,2025-01-13,14,0.926,1.114,0.436
37,2025-01-14,7,1.299,1.28,0.638
37,2025-01-15,5,0.962,0.973,0.666
37,2025-01-16,9,1.196,1.112,0.716
37,2025-01-17,9,0.981,1.259,0.768
